tier	owner	function	file
F_DEAD	CryptoAltActivity	statBox	ui/CryptoAltActivity.kt
F_DEAD	CryptoAltScannerAI	getAltBeta	perps/CryptoAltScannerAI.kt
F_DEAD	CryptoAltScannerAI	getTopSectors	perps/CryptoAltScannerAI.kt
F_DEAD	CryptoAltStrategy	classifyBtcRegime	perps/strategy/CryptoAltStrategy.kt
F_DEAD	CryptoAltStrategy	classifyVolRegime	perps/strategy/CryptoAltStrategy.kt
F_DEAD	CryptoAltTrader	getClosedPositions	perps/CryptoAltTrader.kt
F_DEAD	CryptoAltTrader	getLossCount	perps/CryptoAltTrader.kt
F_DEAD	CryptoAltTrader	hasPositionSymbol	perps/CryptoAltTrader.kt
F_DEAD	CryptoAltTrader	hasTrustedMark	perps/CryptoAltTrader.kt
F_DEAD	CryptoAltTrader	requestClose	perps/CryptoAltTrader.kt
F_DEAD	CryptoAltTrader	terminalDisposition6613	perps/CryptoAltTrader.kt
F_DEAD	CryptoBehavior	sentiment	perps/crypto/brain/CryptoBehavior.kt
F_DEAD	CryptoBrain	activeTactic	perps/crypto/brain/CryptoBrain.kt
F_DEAD	CryptoBrain	getLevConfFloor	perps/crypto/brain/CryptoBrain.kt
F_DEAD	CryptoBrain	getSlPct	perps/crypto/brain/CryptoBrain.kt
F_DEAD	CryptoBrain	shouldShadowOnly	perps/crypto/brain/CryptoBrain.kt
F_DEAD	CryptoBrainState	saveNow	perps/crypto/brain/CryptoBrainState.kt
F_DEAD	CryptoBridgeAdapter	missing	perps/crypto/CryptoBridgeAdapter.kt
F_DEAD	CryptoBridgeAdapter	readiness6647	perps/crypto/CryptoBridgeAdapter.kt
F_DEAD	CryptoCanonicalLearning	recordInconclusive	perps/crypto/brain/CryptoCanonicalLearning.kt
F_DEAD	CryptoCanonicalLearning	recordOther	perps/crypto/brain/CryptoCanonicalLearning.kt
F_DEAD	CryptoCexAdapter	placeOrder	perps/crypto/CryptoCexAdapter.kt
F_DEAD	CryptoFluidLearning	liveTradeCount	perps/crypto/brain/CryptoFluidLearning.kt
F_DEAD	CryptoFluidLearning	lossCount	perps/crypto/brain/CryptoFluidLearning.kt
F_DEAD	CryptoFluidLearning	paperPnlEma	perps/crypto/brain/CryptoFluidLearning.kt
F_DEAD	CryptoFluidLearning	paperTradeCount	perps/crypto/brain/CryptoFluidLearning.kt
F_DEAD	CryptoFluidLearning	winCount	perps/crypto/brain/CryptoFluidLearning.kt
F_DEAD	CryptoLaneExitTuner	netSol	perps/crypto/brain/CryptoLaneExitTuner.kt
F_DEAD	CryptoLosingPatternMemory	lossRate	perps/crypto/brain/CryptoLosingPatternMemory.kt
F_DEAD	CryptoLosingPatternMemory	meanPnl	perps/crypto/brain/CryptoLosingPatternMemory.kt
F_DEAD	CryptoPositionState	liveOnlyCount	engine/CryptoPositionState.kt
F_DEAD	CryptoWrappedAssetMapper	isNativeOnly	perps/crypto/CryptoWrappedAssetMapper.kt
F_DEAD	CultMomentumAI	countWithin	v3/scoring/CultMomentumAI.kt
F_DEAD	CycleProfiler6411	onCycleComplete	engine/truth/CycleProfiler6411.kt
F_DEAD	DailyCompoundingTracker	progressToTarget	engine/DailyCompoundingTracker.kt
F_DEAD	DashboardDataProvider	getIntelligenceDashboard	engine/DashboardDataProvider.kt
F_DEAD	DashboardDataProvider	getTreasuryDashboard	engine/DashboardDataProvider.kt
F_DEAD	DashboardDataProvider	lastCanonicalFinalized6485	engine/DashboardDataProvider.kt
F_DEAD	DataOrchestrator	onTokenRemoved	engine/DataOrchestrator.kt
F_DEAD	DataOrchestrator	setDevWallet	engine/DataOrchestrator.kt
F_DEAD	DataProviderFaultCircuits6468	isNetworkAllowed	engine/truth/DataProviderFaultCircuits6468.kt
F_DEAD	DataProviderFaultCircuits6468	releaseAuthLockout	engine/truth/DataProviderFaultCircuits6468.kt
F_DEAD	DeadAILayerFilter	isNotApplicable	engine/DeadAILayerFilter.kt
F_DEAD	DeadAILayerFilter	repairList	engine/DeadAILayerFilter.kt
F_DEAD	DeskPerformanceAuthority6648	reduce	engine/truth/DeskPerformanceAuthority6648.kt
F_DEAD	DexScreenerWebSocket	getSubscribedCount	network/DexScreenerWebSocket.kt
F_DEAD	DipHunterAI	getFluidRecoveryTarget	v3/scoring/DipHunterAI.kt
F_DEAD	DiscordNotifier	bigWinMsg	engine/DiscordNotifier.kt
F_DEAD	DistributionFadeAvoider	recordDistribution	engine/DistributionFadeAvoider.kt
F_DEAD	DownstreamWorkQueue	telemetry	engine/DownstreamWorkQueue.kt
F_DEAD	DynamicAltTokenRegistry	canonicalIdentity6544	perps/DynamicAltTokenRegistry.kt
F_DEAD	DynamicAltTokenRegistry	getDynamicCount	perps/DynamicAltTokenRegistry.kt
F_DEAD	DynamicAltTokenRegistry	getNewTokens	perps/DynamicAltTokenRegistry.kt
F_DEAD	DynamicAltTokenRegistry	getStaticCount	perps/DynamicAltTokenRegistry.kt
F_DEAD	DynamicAltTokenRegistry	getTokensBySector	perps/DynamicAltTokenRegistry.kt
F_DEAD	DynamicAltTokenRegistry	inferSector	perps/DynamicAltTokenRegistry.kt
F_DEAD	EVCalculator	getKellySize	engine/quant/EVCalculator.kt
F_DEAD	EVCalculator	isPositiveEV	engine/quant/EVCalculator.kt
F_DEAD	EarlyEntryScout6390	aggregateAlarm	engine/truth/EarlyEntryAndPeakCapture6390.kt
F_DEAD	EarlyEntryScout6390	firedRungs	engine/truth/EarlyEntryAndPeakCapture6390.kt
F_DEAD	EarlyEntryScout6390	isAlarm	engine/truth/EarlyEntryAndPeakCapture6390.kt
F_DEAD	EarlyEntryScout6390	nextRung	engine/truth/EarlyEntryAndPeakCapture6390.kt
F_DEAD	EconomicPurityGate6504	clearUntrusted	engine/truth/EconomicPurityGate6504.kt
F_DEAD	EdgeLearning	getLiveTradesSeen	engine/EdgeLearning.kt
F_DEAD	EdgeLearning	learnFromShadowTrade	engine/EdgeLearning.kt
F_DEAD	EdgeLearning	logStats	engine/EdgeLearning.kt
F_DEAD	EducationSubLayerAI	applyOutcomeToReasonStats	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	getBootstrapRelaxation	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	getLayerLevel	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	getLayerLevelProgress	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	getLayerTrustMultiplier	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	getStockLearningStats	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	getTopLosingReasons	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	getTopWinningReasons	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	markLayerOutcome	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	markLayerOutcome	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	recordLayerVote	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	recordScanDecision	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EducationSubLayerAI	saveForced	v3/scoring/EducationSubLayerAI.kt
F_DEAD	EfficiencyLayer	getTopCandidates	engine/EfficiencyLayer.kt
F_DEAD	EfficiencyLayer	promoteCandidate	engine/EfficiencyLayer.kt
F_DEAD	EfficiencyLayer	removeCandidate	engine/EfficiencyLayer.kt
F_DEAD	EfficiencyLayer	upsertCandidate	engine/EfficiencyLayer.kt
F_DEAD	ElevenLabsApi	cacheKeySfx	engine/voice/ElevenLabsApi.kt
F_DEAD	ElevenLabsApi	voiceDesignSave	engine/voice/ElevenLabsApi.kt
F_DEAD	EligibilityResult	isCoolingDown	v3/eligibility/EligibilityGate.kt
F_DEAD	EligibilityResult	isGlobalExposureMaxed	v3/eligibility/EligibilityGate.kt
F_DEAD	EligibilityResult	isTokenAlreadyOpen	v3/eligibility/EligibilityGate.kt
F_DEAD	EligibilityResult	maxPct	v3/eligibility/EligibilityGate.kt
F_DEAD	EligibilityResult	maxSlots	v3/eligibility/EligibilityGate.kt
F_DEAD	EmergentGuardrails	areConfigChangesAllowed	engine/EmergentGuardrails.kt
F_DEAD	EmergentGuardrails	checkConfigChange	engine/EmergentGuardrails.kt
F_DEAD	EmergentGuardrails	enableConfigChanges	engine/EmergentGuardrails.kt
F_DEAD	EmergentGuardrails	freezeAggression	engine/EmergentGuardrails.kt
F_DEAD	EmergentGuardrails	getFrozenAggression	engine/EmergentGuardrails.kt
F_DEAD	EmergentGuardrails	getTradesLastMinute	engine/EmergentGuardrails.kt
F_DEAD	EmergentGuardrails	isAggressionFrozen	engine/EmergentGuardrails.kt
F_DEAD	EmergentGuardrails	traceFullPipeline	engine/EmergentGuardrails.kt
F_DEAD	EmergentGuardrails	tracePipeline	engine/EmergentGuardrails.kt
F_DEAD	EmergentGuardrails	unfreezeAggression	engine/EmergentGuardrails.kt
F_DEAD	EntryGateBlockCache6398	buildFingerprint	engine/truth/EntryGateBlockCache6398.kt
F_DEAD	EntryGateBlockCache6398	clearForMint	engine/truth/EntryGateBlockCache6398.kt
F_DEAD	EntryRejectionDedupeCache6396	clearMint	engine/truth/EntryRejectionDedupeCache6396.kt
F_DEAD	EntryRejectionDedupeCache6396	shouldEmitFresh	engine/truth/EntryRejectionDedupeCache6396.kt
F_DEAD	EntryRejectionTelemetry6396	assertNotBuyFailure	engine/truth/EntryRejectionTelemetry6396.kt
F_DEAD	EntryRejectionTelemetry6396	recordForensicCorrection	engine/truth/EntryRejectionTelemetry6396.kt
F_DEAD	EntryStrategySnapshot6450	migrate	engine/truth/EntryStrategySnapshot6450.kt
F_DEAD	ErrorLogActivity	updateLogs	ui/ErrorLogActivity.kt
F_DEAD	ErrorLogger	getCrashesOnly	engine/ErrorLogger.kt
F_DEAD	ErrorLogger	getCurrentSessionLogs	engine/ErrorLogger.kt
F_DEAD	ErrorLogger	getErrorsAndCrashes	engine/ErrorLogger.kt
F_DEAD	ErrorLogger	getLogsByComponent	engine/ErrorLogger.kt
F_DEAD	EvidenceEpochFilter6388	archiveAndStartNewEpoch	engine/truth/GovernorRecoverySubstrate6388.kt
F_DEAD	EvidenceEpochFilter6388	bySignature	engine/truth/GovernorRecoverySubstrate6388.kt
F_DEAD	EvidenceEpochFilter6388	bySignature	engine/truth/GovernorRecoverySubstrate6388.kt
F_DEAD	EvidenceEpochFilter6388	entriesLastHour	engine/truth/GovernorRecoverySubstrate6388.kt
F_DEAD	EvidenceEpochFilter6388	incompleteFlag	engine/truth/GovernorRecoverySubstrate6388.kt
F_DEAD	EvidenceEpochFilter6388	isHeld	engine/truth/GovernorRecoverySubstrate6388.kt
F_DEAD	EvidenceEpochFilter6388	isHistoricalAudit	engine/truth/GovernorRecoverySubstrate6388.kt
F_DEAD	EvidenceEpochFilter6388	isRecoveryEligible	engine/truth/GovernorRecoverySubstrate6388.kt
F_DEAD	EvidenceEpochFilter6388	liveEntryInfrastructureHealthy	engine/truth/GovernorRecoverySubstrate6388.kt
F_DEAD	EvidenceEpochFilter6388	nextEligibleEntryAt	engine/truth/GovernorRecoverySubstrate6388.kt
F_DEAD	ExecutableEntryAuthority6450	consecutiveLossesFor6488	engine/truth/ExecutableEntryAuthority6450.kt
F_DEAD	ExecutableEntryAuthority6450	consecutiveLossesNow6487	engine/truth/ExecutableEntryAuthority6450.kt
F_DEAD	ExecutableEntryAuthority6450	defensiveActive6487	engine/truth/ExecutableEntryAuthority6450.kt
F_DEAD	ExecutableEntryAuthority6450	recordBypass	engine/truth/ExecutableEntryAuthority6450.kt
F_DEAD	ExecutableEntryAuthority6450	recordLossForTest6487	engine/truth/ExecutableEntryAuthority6450.kt
F_DEAD	ExecutableEntryAuthority6450	resetForTest6487	engine/truth/ExecutableEntryAuthority6450.kt
F_DEAD	ExecutableEntryAuthority6450	sizeMultiplier6487	engine/truth/ExecutableEntryAuthority6450.kt
F_DEAD	ExecutableEntryAuthority6450	sizeMultiplierFor6488	engine/truth/ExecutableEntryAuthority6450.kt
F_DEAD	ExecutableOpenGate	canonicalExecutableIntent6509	engine/ExecutableOpenGate.kt
F_DEAD	ExecutableOpenGate	clearRetryPending6548	engine/ExecutableOpenGate.kt
F_DEAD	ExecutableOpenGate	dropped	engine/ExecutableOpenGate.kt
F_DEAD	ExecutableOpenGate	lanesCompatibleForTests	engine/ExecutableOpenGate.kt
F_DEAD	ExecutableOpenGate	sameDecisionContract6734	engine/ExecutableOpenGate.kt
F_DEAD	ExecutablePriceStopPreflight6345	preflight	engine/ExecutablePriceStopPreflight6345.kt
F_DEAD	ExecutableProfitAuthority6395	computeExecutableNetSol	engine/truth/ExecutableProfitAuthority6395.kt
F_DEAD	ExecutableProfitAuthority6395	computeExecutablePnlPct	engine/truth/ExecutableProfitAuthority6395.kt
F_DEAD	ExecutionAttemptLease	activeBackoffs	engine/ExecutionAttemptLease.kt
F_DEAD	ExecutionAttemptLease	activeBuyLeases	engine/ExecutionAttemptLease.kt
F_DEAD	ExecutionAttemptLease	visibleNegativeTtlCount	engine/ExecutionAttemptLease.kt
F_DEAD	ExecutionAuthorityPolicy6533	requiresSolanaTokenMap	engine/ExecutionAuthorityPolicy6533.kt
F_DEAD	ExecutionCostPredictorAI	avgSlipPct	v3/scoring/ExecutionCostPredictorAI.kt
F_DEAD	ExecutionCounterContract	recordCloseAttempt	engine/runtime/ExecutionCounterContract.kt
F_DEAD	ExecutionCounterContract	recordCloseSuccess	engine/runtime/ExecutionCounterContract.kt
F_DEAD	ExecutionCounterContract	recordJournalBuyWrite	engine/runtime/ExecutionCounterContract.kt
F_DEAD	ExecutionCounterContract	recordOpenAttempt	engine/runtime/ExecutionCounterContract.kt
F_DEAD	ExecutionCounterContract	recordOpenSuccess	engine/runtime/ExecutionCounterContract.kt
F_DEAD	ExecutionHealthGuard	isEmergencyReason	engine/ExecutionHealthGuard.kt
F_DEAD	ExecutionHealthGuard	slippageViolationsToday	engine/ExecutionHealthGuard.kt
F_DEAD	ExecutionPathAI	recordExecution	v4/meta/ExecutionPathAI.kt
F_DEAD	ExecutionSpineAcceptance6647	requirePassing	engine/truth/ExecutionSpineAcceptance6647.kt
F_DEAD	ExecutionTicketMachine6411	forceTerminal	engine/truth/ExecutionTicketMachine6411.kt
F_DEAD	ExecutionTicketMachine6411	intentId	engine/truth/ExecutionTicketMachine6411.kt
F_DEAD	ExecutionTicketMachine6411	sweepExpired	engine/truth/ExecutionTicketMachine6411.kt
F_DEAD	ExitCoordinatorHeartbeat	falseResetsPreventedCount	engine/ExitCoordinatorHeartbeat.kt
F_DEAD	ExitCoordinatorHeartbeat	justifiedResetCount	engine/ExitCoordinatorHeartbeat.kt
F_DEAD	ExitCoordinatorHeartbeat	shouldStaleReset	engine/ExitCoordinatorHeartbeat.kt
F_DEAD	ExitCoordinatorHeartbeat	staleReset	engine/ExitCoordinatorHeartbeat.kt
F_DEAD	ExitCoordinatorHeartbeat	staleResetCount	engine/ExitCoordinatorHeartbeat.kt
F_DEAD	ExitCoordinatorHeartbeat	startSweep	engine/ExitCoordinatorHeartbeat.kt
F_DEAD	ExitIntelligence	needsAttention	engine/ExitIntelligence.kt
F_DEAD	ExitManager	hasCriticalCondition	engine/ExitManager.kt
F_DEAD	ExitProviderHealth	jupiterCooldownRemainingMs	engine/sell/ExitProviderHealth.kt
F_DEAD	ExitProviderHealth	jupiterProbeReady	engine/sell/ExitProviderHealth.kt
F_DEAD	ExitProviderHealth	pumpRouteInvalidatedRecently	engine/sell/ExitProviderHealth.kt
F_DEAD	ExplorationBudget	allowPaperMicroTrade	engine/learning/ExplorationBudget.kt
F_DEAD	ExpressHandoffFunnel6625	currentBacklogByLane6625	engine/truth/MemeExecutionFunnelReceivers6625.kt
F_DEAD	FalseProfitHistoricalQuarantine6387	evaluateReasons	engine/truth/FalseProfitHistoricalQuarantine6387.kt
F_DEAD	FatalRiskResult	pairValid	v3/risk/FatalRiskChecker.kt
F_DEAD	FdgFanoutControl6396	canShadowLaneExecute	engine/truth/FdgFanoutControl6396.kt
F_DEAD	FdgFanoutControl6396	fanoutOverBudget	engine/truth/FdgFanoutControl6396.kt
F_DEAD	FdgFanoutControl6396	fanoutRatioFdgPerIntake	engine/truth/FdgFanoutControl6396.kt
F_DEAD	FdgFanoutControl6396	issueOrReuse	engine/truth/FdgFanoutControl6396.kt
F_DEAD	FdgFanoutControl6396	recordExecInvocation	engine/truth/FdgFanoutControl6396.kt
F_DEAD	FdgFanoutControl6396	recordIntakeSample	engine/truth/FdgFanoutControl6396.kt
F_DEAD	FillLot6386	consumeFifo	engine/truth/FillLotLedger6386.kt
F_DEAD	FillLot6386	openLotsFor	engine/truth/FillLotLedger6386.kt
F_DEAD	FillLot6386	totalRemainingRaw	engine/truth/FillLotLedger6386.kt
F_DEAD	FillLotLedger6504	assertMatches	engine/truth/FillLotLedger6504.kt
F_DEAD	FillLotLedger6504	canonicalQtyOf	engine/truth/FillLotLedger6504.kt
F_DEAD	FillLotLedger6504	lotsOf	engine/truth/FillLotLedger6504.kt
F_DEAD	FillLotLedger6504	setTestMemoryMode6641	engine/truth/FillLotLedger6504.kt
F_DEAD	FinalExecutionPermit	getRejectionReason	engine/FinalExecutionPermit.kt
F_DEAD	FinalExecutionPermit	recordPermitFalseReturn4416	engine/FinalExecutionPermit.kt
F_DEAD	FinalExecutionPermit	releasePrimaryAfterPermitFailure	engine/FinalExecutionPermit.kt
F_DEAD	FinalExecutionPermit	wasRejectedByV3	engine/FinalExecutionPermit.kt
F_DEAD	FinalizedFanoutParity6459	recordConsumer	engine/truth/FinalizedFanoutParity6459.kt
F_DEAD	FluidLearning	decayPriceImpacts	engine/FluidLearning.kt
F_DEAD	FluidLearning	getAvailableBalance	engine/FluidLearning.kt
F_DEAD	FluidLearning	getLearningScaleMultiplier	engine/FluidLearning.kt
F_DEAD	FluidLearning	isLearningAvailable	engine/FluidLearning.kt
F_DEAD	FluidLearning	recordPaperTopUp	engine/FluidLearning.kt
F_DEAD	FluidLearning	shouldEnableAllFeatures	engine/FluidLearning.kt
F_DEAD	FluidLearningAI	getAltsLearningProgress	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	getAltsTradeCount	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	getBehaviorModifier	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	getFreshTokenAgeMinutes	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	getLearningWeights	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	getMarketsTradeCount	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	getMinHistoryCandles	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	getScannerMinLiquidity	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	getSessionPnlStats	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	getSubTraderTradeCount	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	getSubTraderWinCount	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	lerpAlts	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	lerpInverse	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	lerpMarkets	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	lerpRaw	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	logFeeAnalysis	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	logState	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	recordAltsTradeStart	v3/scoring/FluidLearningAI.kt
F_DEAD	FluidLearningAI	setCrossLearningEnabled	v3/scoring/FluidLearningAI.kt
F_DEAD	ForcedCloseSlotSweeper6468	onForcedClose	engine/truth/ForcedCloseSlotSweeper6468.kt
F_DEAD	ForensicEventEnvelope6430	asKeyValue	engine/truth/ForensicEventEnvelope6430.kt
F_DEAD	ForensicLogger	fmtInt	engine/ForensicLogger.kt
F_DEAD	ForensicReconciler6377	lifetimeMismatchCount	engine/ForensicReconciler6377.kt
F_DEAD	ForensicReconciler6377	lifetimePassCount	engine/ForensicReconciler6377.kt
F_DEAD	ForensicRowMirror6442	emitClose	engine/truth/ForensicRowMirror6442.kt
F_DEAD	ForexStrategy	classifyPair	perps/strategy/ForexStrategy.kt
F_DEAD	ForexStrategy	pipSize	perps/strategy/ForexStrategy.kt
F_DEAD	FreeRangeMode	clearOverride	engine/FreeRangeMode.kt
F_DEAD	FreeRangeMode	emergencyGraduated	engine/FreeRangeMode.kt
F_DEAD	FreeRangeMode	explorationSizeMultiplier	engine/FreeRangeMode.kt
F_DEAD	FreeRangeMode	forceOff	engine/FreeRangeMode.kt
F_DEAD	FreeRangeMode	forceOn	engine/FreeRangeMode.kt
F_DEAD	FundingRateAwarenessAI	getFundingApr	v3/scoring/FundingRateAwarenessAI.kt
F_DEAD	GeminiCopilot	clearCaches	engine/GeminiCopilot.kt
F_DEAD	GeminiCopilot	getRateLimitRemainingMinutes	engine/GeminiCopilot.kt
F_DEAD	GlobalCapitalArbitration6617	recordLaneLocalBypass6617	engine/truth/GlobalCapitalArbitration6617.kt
F_DEAD	GlobalEntryPolicy6405	setGlobalPause	engine/truth/GlobalEntryPolicy6405.kt
F_DEAD	GlobalTradeRegistry	canProcess	engine/GlobalTradeRegistry.kt
F_DEAD	GlobalTradeRegistry	clearPositionIfUnheld	engine/GlobalTradeRegistry.kt
F_DEAD	GlobalTradeRegistry	getTotalExposure	engine/GlobalTradeRegistry.kt
F_DEAD	GlobalTradeRegistry	isInProbation	engine/GlobalTradeRegistry.kt
F_DEAD	GlobalTradeRegistry	promoteFromProbation	engine/GlobalTradeRegistry.kt
F_DEAD	GlobalTradeRegistry	pruneDormant	engine/GlobalTradeRegistry.kt
F_DEAD	GlobalTradeRegistry	pumpPortalProbationDiversionCount	engine/GlobalTradeRegistry.kt
F_DEAD	GlobalTradeRegistry	rejectFromProbation	engine/GlobalTradeRegistry.kt
F_DEAD	GlobalTradeRegistry	updateProbationPrice	engine/GlobalTradeRegistry.kt
F_DEAD	GlobalTradeRegistry	updateProbationRC	engine/GlobalTradeRegistry.kt
F_DEAD	GlobalTradeRegistry	updateSymbol	engine/GlobalTradeRegistry.kt
F_DEAD	GovernorRecovery6388	failedReason	engine/truth/GovernorRecovery6388.kt
F_DEAD	GovernorRecovery6388	lastDemotionReason	engine/truth/GovernorRecovery6388.kt
F_DEAD	HardRugPreFilter	isViable	engine/HardRugPreFilter.kt
F_DEAD	HeatmapRenderCache6374	currentMinRefreshMs	ui/HeatmapRenderCache6374.kt
F_DEAD	HeatmapRenderCache6374	hasCache	ui/HeatmapRenderCache6374.kt
F_DEAD	HeatmapRenderCache6374	lastComputedAt	ui/HeatmapRenderCache6374.kt
F_DEAD	HeatmapRenderCache6374	setMinRefreshMs	ui/HeatmapRenderCache6374.kt
F_DEAD	HeliusEnhancedWS	updateWatchlist	network/HeliusEnhancedWS.kt
F_DEAD	HeliusWebSocket	unwatchWallet	network/HeliusWebSocket.kt
F_DEAD	HistoricalQuarantine6386	evaluateQuarantineReasons	engine/truth/HistoricalQuarantine6386.kt
F_DEAD	HoldingLogicLayer	getAllModeParams	engine/HoldingLogicLayer.kt
F_DEAD	HostCircuitInterceptor	totalNxBypassedRequests	network/HostCircuitInterceptor.kt
F_DEAD	HostCircuitInterceptor	totalServerBypassedRequests	network/HostCircuitInterceptor.kt
F_DEAD	HostWalletTokenTracker	recordBuyConfirmed	engine/HostWalletTokenTracker.kt
F_DEAD	HotLabelCoalescer6626	flushNow6626	engine/truth/HotLabelCoalescer6626.kt
F_DEAD	HotPathLaneGate	markHotIdle	engine/HotPathLaneGate.kt
F_DEAD	HotPathLaneGate	mustYieldToHot	engine/HotPathLaneGate.kt
F_DEAD	HotfixRules	activeRules	engine/HotfixRules.kt
F_DEAD	HotfixRules	isSignatureValid	engine/HotfixRules.kt
F_DEAD	HotfixRules	rollback	engine/HotfixRules.kt
F_DEAD	HotfixRules	signPayload	engine/HotfixRules.kt
F_DEAD	IdempotencyKeyStore6437	buyKey	engine/truth/IdempotencyKeyStore6437.kt
F_DEAD	InnerLaneReeducationDoctrine	allowsDisable	engine/InnerLaneReeducationDoctrine.kt
F_DEAD	InnerLaneReeducationDoctrine	curriculumFor	engine/InnerLaneReeducationDoctrine.kt
F_DEAD	InsiderTrackerAI	getAllWallets	v3/scoring/InsiderTrackerAI.kt
F_DEAD	InsiderTrackerAI	getWalletActivity	v3/scoring/InsiderTrackerAI.kt
F_DEAD	InsiderTrackerAI	removeCustomWallet	v3/scoring/InsiderTrackerAI.kt
F_DEAD	IntakeFanoutGovernor6835	allowFdgEval	engine/truth/IntakeFanoutGovernor6835.kt
F_DEAD	IntakeFanoutGovernor6835	allowLaneEval	engine/truth/IntakeFanoutGovernor6835.kt
F_DEAD	IntentSide	outstandingCount	engine/truth/ExecutionIntent6386.kt
F_DEAD	IntentSide	tryReserve	engine/truth/ExecutionIntent6386.kt
F_DEAD	IntentSide	withState	engine/truth/ExecutionIntent6386.kt
F_DEAD	InventoryPressureGovernor6829	pressureLevel	engine/truth/InventoryPressureGovernor6829.kt
F_DEAD	JitoMEVProtection	sendProtectedTransaction	engine/JitoMEVProtection.kt
F_DEAD	JournalActivity	makeTab	ui/JournalActivity.kt
F_DEAD	JournalReceiptAccounting6663	buildLiveJournal	engine/TradeJournal.kt
F_DEAD	JournalReceiptAccounting6663	buildPaperJournal	engine/TradeJournal.kt
F_DEAD	JournalReceiptAccounting6663	getLiveStats	engine/TradeJournal.kt
F_DEAD	JupiterPerps	calculateLiquidationPrice	perps/JupiterPerps.kt
F_DEAD	JupiterPerps	calculateMaxPositionSize	perps/JupiterPerps.kt
F_DEAD	JupiterPerps	calculateRequiredCollateral	perps/JupiterPerps.kt
F_DEAD	JupiterPerps	getActiveOrderCount	perps/JupiterPerps.kt
F_DEAD	JupiterPerps	getActiveOrders	perps/JupiterPerps.kt
F_DEAD	JupiterPerps	getFailedOrders	perps/JupiterPerps.kt
F_DEAD	JupiterPerps	getSuccessfulOrders	perps/JupiterPerps.kt
F_DEAD	JupiterPerps	getTotalOrders	perps/JupiterPerps.kt
F_DEAD	JupiterStrictTokenList	getVerified	network/JupiterStrictTokenList.kt
F_DEAD	LaneAdaptiveDamping6472	recordLaneEvPct	engine/truth/LaneAdaptiveDamping6472.kt
F_DEAD	LaneAdmissionGate6473	admissionDecision	engine/truth/LaneAdmissionGate6473.kt
F_DEAD	LaneAlias	sameCanonical	engine/LaneAlias.kt
F_DEAD	LaneAutoPauseGuard	isPausedLive	engine/LaneAutoPauseGuard.kt
F_DEAD	LaneCapitalFairness6732	hasHeadroom	engine/truth/LaneCapitalFairness6732.kt
F_DEAD	LaneExecutionCoordinator	registerAffinity	engine/LaneExecutionCoordinator.kt
F_DEAD	LanePolicy	allBuckets	engine/learning/LanePolicy.kt
F_DEAD	LanePolicy	allLanes	engine/learning/LanePolicy.kt
F_DEAD	LanePolicy	evidenceSamples6611	engine/learning/LanePolicy.kt
F_DEAD	LanePolicy	learningWeightForBucket	engine/learning/LanePolicy.kt
F_DEAD	LanePolicy	learningWeightForLane	engine/learning/LanePolicy.kt
F_DEAD	LanePolicy	rollingWrForBucket	engine/learning/LanePolicy.kt
F_DEAD	LanePolicy	setBucketState	engine/learning/LanePolicy.kt
F_DEAD	LanePolicy	setLaneState	engine/learning/LanePolicy.kt
F_DEAD	LanePolicy	stateForBucket	engine/learning/LanePolicy.kt
F_DEAD	LanePolicy	stateForLane	engine/learning/LanePolicy.kt
